Context,Response
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","Certainly counselling can help. however, there is a caveat, namely, you will need the right counsellor with the right approach. This leads to two questions: 1) What are the identifiers for the right counsellor, and 2) What is the right approach?1) What are the identifiers for the right counsellor? The right counsellor will almost certainly have a lot of experience. He or she will have done a lot personal work and have an ongoing practice of inner work both on their own and with the support of an experienced therapist. This person will be viewing you as a human being with challenges, not as a diagnostic category. He or she will be willing to work with you over an extended period of time and have experience doing such work. Further they will be well versed in approaches that are responsive to you in the moment and overall. The in-depth work will be collaborativel designed in an ongoing way that is responsive to you, the moment, your overall life experience, and their in-the-moment experience. It goes without saying that you will subjectively evaluate the felt sense of connection with this person and the feeling that they are invested in their work with you, value you as a human being, and value the connection. As well, it is crucial that you feel this connection and that your therapist 'gets you.' 2) What is the right approach?  As Carl Jung stated, ""When the doctor sits down with the patient he (or
she) must drop all theories and learn the theory of this person."" The approach must include a bond between you and your therapist that is in a continuous process of development, attention to pre-verbal imprinting, development of awareness ability, ongoing development of the ability to attend to and stay with inner experience, development of a process orientation, attention to egoic structures that were seeded from the earliest days in the service of perceptions of threats to needs being met, identification of current egoic states and work with these inner selves and their relationship with each other to facilitate movement from developmental points of arrest, increased ability to access and contain non-ordinary states of consciousness, attending to what is, and working with this in the service of moving towards optimal human development.depression is generally experienced as the system shutting down. anxiety is a signal that something is wrong. anxiety is not the problem. it is a sign that there is a problem. the core of these issues is a lack of inner security that is the outcome of insufficient bonding. the work of psychotherapy is to establish an environment and relationship that will facilitate work with the bonding ruptures and re-initiation of the developmental process that stopped at an early stage."
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?",My initial response:  consider a more comprehensive MH assessment to determine other factors. A medical evaluation is warranted to rule out poor health issues. Blood work is helpful. Review what hadn't helped.
"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?","From whom do you get anti-depressants?This person should be talking with you to know whether the pills are helping or not.Trust your own instinct that the pills aren't helping you.Pills work differently for everyone and not all people feel better from them.It is also possible the particular pills have lost their effectiveness because after around six to eight months, this usually happens.Try to understand what is depressing you.  This is slow work since you may have many theories.Just by addressing your own emotional needs and life structure in a caring and respectful way, may improve your mood so that you'll feel less depressed."
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","From the little bit you wrote, my guess is you haven't figured out where and how to lay down your own set of roots.Usually people who have a university level eduction are old enough to work in order to support themselves.Unless you have a medical condition which limits or prevents you from working a full-time job, would you guess that the effort and thought involved in deciding in what professional area and geographic location to look for work, would offer you a way to establish your identity?My suggestion is to pay more attention to your own likes, dislikes, and interests.   To know these areas more deeply would define the type of people with whom you identify, have a common interest and with whom you'd like to socialize.The more you realize who you are, the easier time you'll have to find like-minded others and feel securely at home with them and yourself.Again, if you have a medical disability or condition which prevents employment or easily socializing with other people, then this advice would need to be modified for your specific strengths."
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","For some people, having a sense of belonging takes some time.You mentioned that you have an education and some basic daily needs. I wonder if you may be able to look at your relationship with yourself and what makes you feel happy, safe, and having a sense of accomplishment. If you have those feelings, I wonder how you define trust and who you trust.You say you have a good time with people who are ""supposed to be close,"" so I wonder what keeps them from feeling close. I have also wondering if you have been emotionally hurt in the past, and if so, you may have some protective defenses that you use (maybe on purpose, maybe not) to protect yourself from being hurt again. Remember that this idea comes in degrees where you can be more perfect in certain situations and a little less in others. Being emotionally protected is on a spectrum or continuum, where you can make an infinite amount of adjustments or changes with different people and situations.I also wonder what it is that you want in your ""home,"" and how you define it. Consider giving yourself permission to think about how you would define your perfect home in a world where there were no realistic restrictions (such as money or location). After you have that, consider what parts of that you can have. Perhaps there is a small part that you could make a reality within a week or so.Thank you for reaching out. If this continues to be difficult for you, consider seeing a local mental health professional so you can discuss some more specific details."
I'm very depressed. How do I find someone to talk to?,"You have already taken the brave first step of making the decision to heal from it and find a professional that will help you do so. There are lots of different options nowadays for therapists, as you can see them online or in an office.  My biggest tip for you is to use Psychology Today or Counsel Chat to find a therapist.  Enter in your zip code and you will find many different therapists you can talk to . Be sure to find someone that you most resonate with and ask them any questions you may have. Many  times, therapists will provide free consultations and this can be a great opportunity to see if you are a good fit."
I'm very depressed. How do I find someone to talk to?,"The first step, which you've taken, is actually wanting to talk to someone. It's a great sign that you are seeking to reach out for help. And there are therapists everywhere (there are even therapists online, so you don't have to be that close to them or their office.)There are several sites that I refer people to to begin the process of looking for a therapist. I usually have them start with psychologytoday.com. Once there (there is a therapist directory), you can narrow choices down by ages that they work with, insurance they accept, depression as an issue they focus in, etc. You can also narrow down by therapist's modality, but that can get complicated if you aren't too familiar with the various theoretical approaches. It's important that you find someone that you feel understands your situation. That might mean that they identify an issue you are having in their profile, or on their professional website. But, you should try to meet a couple of different therapists if you aren't quite sure. It can be challenging that first session, but your best (note, not ""THE best"") therapist will help you feel comfortable (or as comfortable as possible, given therapy can be uncomfortable especially at first) and understood from the get-go.I have found that asking friends or family for names and recommendations Is also a common way to find a therapist, because it can come from a trusted referral source. But remember that we are all different, so what works for one might not always be a good fit. And again, it could take a couple of first sessions with different therapists to know if someone is a good fit (sometimes, it can take a few sessions.) And if there is no one around that can give a name or two, then searching online is quite common and can yield positive results.And try not to give up! Finding a therapist is not easy, but finding a good one for you is extremely rewarding."
I'm very depressed. How do I find someone to talk to?,"Hi,Reaching out here is a great start! I recommend looking for somebody in your area that works with people experiencing depression. After you've chosen somebody to try, feel free to call them for a consultation! A lot of counselors and therapists offer free consultations, and remember that your counselor is working for you, so make sure they are a good fit! I hope this has been of some help."
I'm very depressed. How do I find someone to talk to?,"Hang in there! Feeling depressed sucks but talking with someone can really help - so its awesome that you're already trying to figure out how to find that person. Tons of good suggestions already but to add my two cents - you can find therapists in your area and read a little bit about them to find someone you like the sound of via this website, and also via www.psychologytoday.com; if you have health insurance your insurer might be able to make recommendations as to therapists covered by your plan, or if you happen to be in school, the school itself should be able to connect you with either their own counselor or a center that they recommend nearby. Finding someone can take a few calls or a bit of research so if you need some immediate support, or find yourself having thoughts of hurting yourself, you can also call the great folks who run the Suicide crisis line https://suicidepreventionlifeline.org - they are great in moments of crisis."
I'm very depressed. How do I find someone to talk to?,"Great that you realize talking with a professional counselor about how you feel, would be helpful!If you'd like a very fast response by phone, then google ""depression hotline"" for where you live.  And, if you have a specific topic which upsets you then google around with this topic to see if there are services specific to your interest.If you've got time to invest in looking for the best fit therapist for yourself, then google ""therapy' or ""therapist"".There will be many, many names which come up.I know I sound like I work for google only it is the easiest way to find lots of information.I send you good luck!"
I'm very depressed. How do I find someone to talk to?,Sorry to hear you are feeling that way.    Is there a 24-hour helpline where you are that you can call?   Here is a website with some numbers to call:  https://psychcentral.com/lib/common-hotline-phone-numbers/      You could talk to your family doctor and they could help you find a therapist?   You could also use this website to find a therapist.  https://therapists.psychologytoday.com.  I sincerely hope you find someone to talk to.
I'm very depressed. How do I find someone to talk to?,"If there is no one in your life with whom you feel comfortable, I would recommend identifying someone on this site, psychology today or goodtherapy.org who is in your area, then give that therapist a call to see if you would be a good match."
I'm constantly in a bad mood and I have no energy. Is that depression?,"Depression has many different signs and symptoms and looks different for every person.  Often times people think depression is more about feeling ""sad,"" but depression can, in fact, express itself through irritability (or bad mood as you say) and lack of energy.  According to the DSM-V (Diagnostic and Statistical Manual of Mental Disorders), depression includes the following symptoms:-Depressed mood-Irritable mood-Decreased interest or pleasure in activities you usually participate in or enjoy-Significant weight change or change in appetite-Change in sleep (insomnia or hypersomnia)-Psychomotor aggitation or retardation-Fatigue or loss in energy -Feelings of worthlessness or excessive guilt-Diminished ability to concentrate or indecisiveness-Thoughts of suicide or plan The great news is that there are many ways to improve depressive symptoms.  If you are up for it, perhaps the best place to start is by seeing a physician or a therapist who can help determine how severe the depression is and can suggest methods of addressing the depression that fit your lifestyle, values, and capabilities.  Good luck!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I wouldn't necessarily say you are clinically depressed based on
that first paragraph in your question. Because that could describe more
introverted behavior (people who feel more energy from a more internal approach
as opposed to those who feel more energy from being among others.) It is more
in the second paragraph that I would be inclined to say that further
exploration is definitely needed. The diagnosis of Major Depressive Disorder is
more than just those two symptoms, but there are more mild forms of depression
that can be equally damaging to someone if left untreated.However, one of the trickiest parts of this is that someone who
feels they are not worth knowing may also believe they are not worth having a
therapist know them, and even less worthy of being helped. Do you feel that
might be you? If so, could we acknowledge that as a part of the big picture,
and all wrapped up in these feelings about yourself, and realizing that
thoughts and feelings aren't always rational (in that you are worth getting the
help)?My recommendation just from the information would be that you seek
out a supportive, listening ear in the form of a therapist, who can allow you
the space to express some of these difficult experiences, and help you name FOR
YOURSELF, what your struggle is. To empower you to name it for yourself, as
opposed to everyone labeling and/or judging you for it, might be an extremely
worthwhile start for you."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Hi, Depression can look different for everybody. It sounds to me like what your family is trying to tell you that they are worried about you, and think this behavior might be a result of depression. If what you are experiencing seems fine and normal to you, it may be nothing to worry about. It is very common to have thoughts of doubt about yourself and your abilities, and it may help to open up about those thoughts to people you trust. Developing relationships with friends and families can be a very rewarding experience, but it can take a brave person to reach out!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","If we were in my office together, I would offer that most likely you are feeling somewhat depressed. It's most important for me to impress that you ""don't have to live like this...""  Other helpful information: Have you experienced similar symptoms before?  Anyone in  your family been depressed before?  Based on other physiological signs, like quality of sleep, appetite, energy/motivation, I would present you with some treatment options, one of which would be to consult with a medication management provider to assess your symptoms and provide additional information for you to consider."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I would not focus on what other people say. Do you feel what you have described impacts your day to day functioning? Try to evaluate how is your self esteem, motivation and self confidence. How about negative thoughts or hopelessness? Any concerns about your grades sliding down? If you answered yes to any questions, may be its time to see a counsellor."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Although some people managing depression feel sad or ""down"",  it is a possible to have depression without an obvious sad mood.  Many people indicate that they feel numb or flat.  People managing depression often have low motivation. They may stay in bed for long periods of time and only get up for absolutely necessary activities.  People with depression may also feel inappropriate guilt or shame.   If you have been experiencing the symptoms you described for more than two weeks, I recommend that you see a counselor to get a more in-depth evaluation.   The symptoms you are experiencing are typical of depression, and with a bit of support, you could regain energy and improved self-esteem.  The stigma surrounding mental health can make a diagnosis or a label of depression seem scary.  The important thing to remember is that mental health disorders are as important as and as treatable physical health disorders.    Hang in there.  Healing is possible!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","Hello. Being a teenager in our society today can cause depression quite easily. We look at the world in which we live, and the doubts we have about being able to make a contribution, or to have value and worth with the people around us, and we begin to internalize those messages of self-worth. If that alone were not enough, you are trying to figure out where you want to go in life, and who you are supposed to be in the world. Teens are faced with pressures of being judged by your peers for how you present yourself; following current fashions; possessing the trendy things; and hanging out with the ""in crowd."" Here's a ""secret"" that might help with most of those issues: Not much of those problems I've just described will really matter as they might seem to right now, in the real world. If you are feeling depression because you feel you lack some of those things that are seen as important by others (like your peers), I can assure you that being someone who is kind; compassionate; understanding of another person's suffering; and the effort you make to be the best person you can become in the world, will far outweigh anything you experienced in your teen years.When we are young, we judge everything based on what our peers have, what they say, the way they dress, who's popular, who's not popular, and for the most of it, all of that is external. So the question becomes, are you trying to fix the feelings on the inside (the internal stuff), with the trappings of all the stuff on the outside (the internal)? That is to say, do you feel that if you had what your friends have, you would be happy and less depressed? Depression is usually a symptom of something much bigger, it is not typically a problem by itself (just as a person who experiences a high temperature may likely have a cold). So fixing the symptom requires looking at the possible causes. In your post, you mentioned that you live with your dad. Are your parents divorced or separated, or has your mom passed away? Either of these circumstances could certainly cause depression. Finding out when you started feeling depressed, might be able to pinpoint the trigger that caused it, which requires looking at when you last felt really happy. It is also important to keep in mind, that as a teenager, your emotions are often being experienced very randomly, and sometimes without cause. It is part of your emotional development, but as you grow older can learn how to manage those emotions better and practice doing things that help you feel better (without causing harm to yourself).Have you tried talking to your dad about your feelings, or maybe another relative if you feel safer doing so? Do you have a friend who is your best friend...someone who is there for you no matter what? If not, there is a service you can use that is a national number for teens to talk with teen peer counselors. They are teens like yourself, but they have some insights that might be helpful. Its called Teen Line (https://teenlineonline.org/). It helped me when I was in my teens, and has helped lots of other teens as well. You might find a place to get some referrals to other local services in your area. If you want are in Washington state and would like to connect with me directly, you call link to me via my profile page. Or perhaps finding a counselor in your local area might be useful. Most towns and cities have some form of low cost counseling. You might also check with your school for assistance.Don't be afraid of not always knowing how you are supposed to feel. Adults don't always have a handle on it either. Being a teenager carries a lot stress, fear, and uncertainty. But you are not alone, and there is help if you reach out for it. I wish for you the very best, and bright future."
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","The answer to the question of whether or not you're depressed, is less meaningful than what you are doing to feel strong and secure in your life.Otherwise, people shortcut themselves to go deeper in understanding who they are and what they'd like to do with their lives, and accept ""depression"" as though it is their new name.What you write sounds like classic depression.What to do about this feeling is to get closer to yourself in an accepting way.  Assume that what you do in daily living is somehow necessary.  Unless you are doing immoral or illegal actions to other people, to accept your own wishes as truth will open you to appreciate why you do what you do.Make believe you're interesting and find out more about who you are, if you have trouble to start with thinking of yourself as worth understanding.The more you appreciate who you are and your unique strengths, vulnerabilities and fears, the more these will dissolve by what seems on their own.In fact they will disappear bc you are believing in yourself and your ways.Good luck!"
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.
   Are they right, am I depressed?","I'm alway wary of assigning a term to a feeling, as often that term becomes more important than the feeling itself. From the very little that you have written, it is clear that you are going through something that has made you extremely low, affected your self-esteem and motivation, limits your enjoyment of formerly pleasurable activities and affects your feelings of self-worth. All of these are aspects of being depressed, though you can be depressed and still not have ""depression"". Counseling is definitely a place where you can go and sort out why you have had such a sudden a drastic change to your mood. Sometimes our mood can be effected by changes in our routine, losses or significant disappointments. Talking with someone will not only help you to better understand why you are feeling this way, but they will also help you to ground yourself and learn strategies and tools to help you to manage your mood and strategize for the future. I do hope that you will reach out. Feeling alone can be harmful over long periods of time, as it can stop us from seeking out the support we need."
